C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_244.jpg,,,-0.01716738,0.4,0,29.9901
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_320.jpg,,,-0.01716738,0.4,0,29.89073
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_396.jpg,,,-0.01716738,0.4,0,29.7756
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_471.jpg,,,-0.01716738,0.4,0,29.87457
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_547.jpg,,,-0.01716738,0.4,0,29.67289
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_623.jpg,,,-0.01716738,0.4,0,29.96
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_701.jpg,,,-0.01716738,0.4,0,30.03661
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_778.jpg,,,-0.01716738,0.4,0,30.03848
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_845.jpg,,,-0.01716738,0.4,0,30.03853
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_922.jpg,,,-0.01716738,0.4,0,30.03846
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_31_989.jpg,,,-0.01716738,0.4,0,30.0384
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_066.jpg,,,-0.02575107,0.4,0,30.03833
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_144.jpg,,,-0.03862661,0.4,0,30.03821
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_220.jpg,,,-0.03862661,0.4,0,30.03827
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_298.jpg,,,-0.03862661,0.4,0,30.03829
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_375.jpg,,,-0.03862661,0.4,0,30.03831
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_442.jpg,,,-0.03862661,0.4,0,30.03832
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_509.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_586.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_662.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_738.jpg,,,-0.03862661,0.4,0,30.03838
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_813.jpg,,,-0.03862661,0.4,0,30.03833
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_888.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_32_962.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_036.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_109.jpg,,,-0.03862661,0.4,0,30.03834
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_181.jpg,,,-0.03862661,0.4,0,30.03831
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_255.jpg,,,-0.0472103,0.4,0,30.03823
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_327.jpg,,,-0.05150215,0.4,0,30.0382
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_400.jpg,,,-0.05150215,0.4,0,30.03824
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_472.jpg,,,-0.05150215,0.4,0,30.03827
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_542.jpg,,,-0.05150215,0.4,0,30.03829
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_614.jpg,,,-0.05150215,0.4,0,30.03829
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_684.jpg,,,-0.05150215,0.4,0,30.0383
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_755.jpg,,,-0.05579399,0.4,0,30.03828
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_826.jpg,,,-0.06437768,0.4,0,30.03812
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_898.jpg,,,-0.06866953,0.4,0,30.03811
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_33_970.jpg,,,-0.07725322,0.4,0,30.038
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_040.jpg,,,-0.08583691,0.4,0,30.03786
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_110.jpg,,,-0.1030043,0.4,0,30.03755
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_178.jpg,,,-0.1030043,0.4,0,30.03775
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_245.jpg,,,-0.1158798,0.4,0,30.03767
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_312.jpg,,,-0.1244635,0.4,0,30.03742
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_379.jpg,,,-0.1373391,0.4,0,30.03703
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_446.jpg,,,-0.1459228,0.4,0,30.03707
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_514.jpg,,,-0.1459228,0.4,0,30.0374
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_589.jpg,,,-0.1459228,0.4,0,30.03761
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_657.jpg,,,-0.1459228,0.4,0,30.0377
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_727.jpg,,,-0.1459228,0.4,0,30.03763
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_796.jpg,,,-0.1373391,0.4,0,30.0381
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_866.jpg,,,-0.1201717,0.4,0,30.0385
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_34_934.jpg,,,-0.1158798,0.4,0,30.03839
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_004.jpg,,,-0.1158798,0.4,0,30.03829
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_076.jpg,,,-0.1158798,0.4,0,30.03824
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_145.jpg,,,-0.1158798,0.4,0,30.03805
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_216.jpg,,,-0.1158798,0.4,0,30.03809
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_286.jpg,,,-0.1244635,0.4,0,30.03782
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_359.jpg,,,-0.1373391,0.4,0,30.03739
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_429.jpg,,,-0.1502146,0.4,0,30.03718
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_499.jpg,,,-0.167382,0.4,0,30.03669
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_570.jpg,,,-0.167382,0.4,0,30.03707
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_643.jpg,,,-0.167382,0.4,0,30.03728
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_716.jpg,,,-0.1974249,0.4,0,30.03592
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_785.jpg,,,-0.2060086,0.4,0,30.03596
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_857.jpg,,,-0.2060086,0.4,0,30.03642
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_928.jpg,,,-0.2060086,0.4,0,30.03689
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_35_999.jpg,,,-0.2060086,0.4,0,30.0371
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_36_074.jpg,,,-0.2060086,0.4,0,30.03719
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_36_146.jpg,,,-0.2060086,0.4,0,30.03721
C:\Users\Andrew\Desktop\Training\IMG\center_2018_08_23_22_37_36_221.jpg,,,-0.2060086,0.4,0,30.03726
